date,storage,inflow_af,outflow_af,unaccounted_af
5/24/2020,429411,43,3888,142
5/25/2020,425734,44,3888,167
5/26/2020,421960,47,3868,70
5/27/2020,418574,48,3868,435
5/28/2020,415209,60,3868,455
5/29/2020,411391,55,3907,-10
5/30/2020,407837,47,3868,298
5/31/2020,404308,44,3828,292
6/1/2020,400569,44,3788,45
6/2/2020,396847,46,3769,22
6/3/2020,393259,43,3769,135
6/4/2020,389687,42,3788,154
6/5/2020,386131,43,3769,190
6/6/2020,382364,39,3749,-41
6/7/2020,378276,40,3709,-379
6/8/2020,374437,35,3669,-170
6/9/2020,370620,42,3570,-182
6/10/2020,366937,41,3511,-155
6/11/2020,363607,43,3511,139
6/12/2020,360404,42,3511,265
6/13/2020,356889,46,3491,-46
6/14/2020,353393,45,3491,-51
6/15/2020,350024,40,3471,77
6/16/2020,346458,41,3550,-135
6/17/2020,342805,40,4126,-144
6/18/2020,338535,49,4364,-184
6/19/2020,334297,47,4344,77
6/20/2020,330094,41,4324,94
6/21/2020,325930,45,4324,119
6/22/2020,321802,45,4324,151
6/23/2020,317713,44,4304,190
6/24/2020,313560,44,4304,107
6/25/2020,309542,46,4304,242
6/26/2020,305458,45,4304,174
6/27/2020,301213,47,4304,14
6/28/2020,296908,37,4324,-48
6/29/2020,292643,31,4324,22
6/30/2020,288412,30,4403,62
7/1/2020,284122,29,4483,83
7/2/2020,280622,32,4463,954
7/3/2020,276866,32,4423,675
7/4/2020,272953,30,4503,478
7/5/2020,268888,29,4522,408
7/6/2020,264765,20,4522,371
7/7/2020,260588,11,4522,325
7/8/2020,256449,10,4364,373
7/9/2020,252616,11,4225,521
7/10/2020,248908,9,4225,506
7/11/2020,245059,7,4185,367
7/12/2020,241162,6,4205,281
7/13/2020,237134,,4225,171
7/14/2020,233149,,4007,240
7/15/2020,229290,,3868,148
7/16/2020,225472,,3848,50
7/17/2020,221696,,3848,72
7/18/2020,217959,,3868,111
7/19/2020,214102,,3848,11
7/20/2020,210447,,3828,193
7/21/2020,206753,,3808,134
7/22/2020,202947,,3769,2
7/23/2020,199339,,3769,161
7/24/2020,195848,,3749,278
7/25/2020,192248,216,3749,149
7/26/2020,188909,309,3868,194
7/27/2020,186848,1414,3749,1497
7/28/2020,184362,502,3312,-151
7/29/2020,182183,456,3154,632
7/30/2020,179659,319,3213,174
7/31/2020,177225,224,3055,460
8/1/2020,174670,172,2975,275
8/2/2020,172207,98,2995,340
8/3/2020,169695,86,2995,385
8/4/2020,167274,63,3015,488
8/5/2020,164805,85,2995,483
8/6/2020,162223,65,3015,328
8/7/2020,159532,40,3035,259
8/8/2020,156934,37,3015,396
8/9/2020,154296,36,2995,340
8/10/2020,151619,31,2975,282
8/11/2020,149036,35,2698,362
8/12/2020,146669,37,2579,296
8/13/2020,144325,35,2579,198
8/14/2020,142004,34,2559,222
8/15/2020,139582,35,2559,103
8/16/2020,137247,33,2539,189
8/17/2020,135241,37,2539,500
8/18/2020,131885,37,2559,-854
8/19/2020,130524,33,2559,1160
8/20/2020,128706,30,2420,708
8/21/2020,126676,30,1954,360
8/22/2020,125011,36,1720,259
8/23/2020,123363,36,1736,36
8/24/2020,121675,32,1751,11
8/25/2020,119672,19,1745,-284
8/26/2020,117747,3,1747,-198
8/27/2020,116063,1,1775,60
8/28/2020,114396,,1789,107
8/29/2020,112798,,1779,191
8/30/2020,111216,,1783,197
8/31/2020,109492,,1779,59
9/1/2020,107889,,1777,176
9/2/2020,106301,,1779,189
9/3/2020,104629,,1845,107
9/4/2020,102924,,1952,140
9/5/2020,101038,,1946,66
9/6/2020,99271,,1948,179
9/7/2020,97572,,1940,249
9/8/2020,95748,,1970,116
9/9/2020,94181,,1472,403
9/10/2020,93051,,1206,342
9/11/2020,92164,,1196,319
9/12/2020,91235,,1222,267
9/13/2020,90267,,1216,254
9/14/2020,89305,,1212,254
9/15/2020,88350,,1206,257
9/16/2020,87446,,1202,302
9/17/2020,86460,,1212,216
9/18/2020,85436,,1194,188
9/19/2020,84641,,1023,399
9/20/2020,83807,,1192,189
9/21/2020,82805,,1186,190
9/22/2020,82070,,474,451
9/23/2020,82114,,40,518
9/24/2020,82243,,35,169
9/25/2020,82373,,33,165
9/26/2020,82502,,32,162
9/27/2020,82589,,33,119
9/28/2020,82675,,34,119
9/29/2020,82589,,35,-52
9/30/2020,82675,,37,121
10/1/2020,82762,,30,124
10/2/2020,82849,,3,117
10/3/2020,82979,,2,133
10/4/2020,83066,,1,89
10/5/2020,83153,,1,88
10/6/2020,83283,,1,131
10/7/2020,83370,,1,88
10/8/2020,106658,,1,23289
10/9/2020,136454,,1,29797
10/10/2020,136515,,1,62
10/11/2020,136637,,1,123
10/12/2020,136819,,1,183
10/13/2020,108353,,1,-28465
10/14/2020,83894,,1,-24458
10/15/2020,83938,,1,45
10/16/2020,84070,,1,133
10/17/2020,84201,,1,132
10/18/2020,84377,,1,177
10/19/2020,84597,,1,221
10/20/2020,84773,,1,177
10/21/2020,84905,,1,133
10/22/2020,85126,,1,222
10/23/2020,82200,,1,-2925
10/24/2020,80360,,2,-1839
10/25/2020,80487,,2,129
10/26/2020,80827,,1,342
10/27/2020,80955,,1,129
10/28/2020,82849,,1,1895
10/29/2020,86549,,1,3701
10/30/2020,86907,,1,359
10/31/2020,87267,,1,361
11/1/2020,87627,,1,361
11/2/2020,87988,,1,362
11/3/2020,88350,,1,363
11/4/2020,88713,,3,364
11/5/2020,89077,,3,367
11/6/2020,89625,,1,551
11/7/2020,89808,,1,184
11/8/2020,89900,,1,93
11/9/2020,90221,,1,322
11/10/2020,90589,,1,369
11/11/2020,90866,,1,278
11/12/2020,91189,,2,324
11/13/2020,91559,24,2,372
11/14/2020,91931,63,2,350
11/15/2020,92257,85,2,265
11/16/2020,92630,113,2,290
11/17/2020,93098,147,2,357
11/18/2020,93568,168,2,324
11/19/2020,94039,197,2,305
11/20/2020,94559,216,2,324
11/21/2020,95081,224,2,307
11/22/2020,95652,238,2,349
11/23/2020,96082,264,2,194
11/24/2020,96609,264,2,265
11/25/2020,97090,274,2,219
11/26/2020,97620,301,2,258
11/27/2020,98153,315,2,233
11/28/2020,98687,371,2,221
11/29/2020,99320,415,2,264
11/30/2020,99858,438,2,125
12/1/2020,100545,500,2,250
12/2/2020,101285,553,2,242
12/3/2020,101978,591,2,142
12/4/2020,102774,641,2,207
12/5/2020,103624,659,2,211
12/6/2020,104528,684,2,247
12/7/2020,105488,674,2,277
12/8/2020,106454,532,2,293
12/9/2020,107375,476,2,391
12/10/2020,108353,476,2,504
12/11/2020,109180,484,2,353
12/12/2020,110012,502,2,350
12/13/2020,110796,530,1,284
12/14/2020,111531,563,1,207
12/15/2020,112428,597,2,335
12/16/2020,113276,613,1,253
12/17/2020,114182,611,1,294
12/18/2020,115146,536,1,354
12/19/2020,116063,506,1,383
12/20/2020,116930,502,1,363
12/21/2020,117802,472,1,372
12/22/2020,118624,446,1,351
12/23/2020,119561,474,1,492
12/24/2020,120226,534,1,192
12/25/2020,121060,597,1,302
12/26/2020,121955,625,1,299
12/27/2020,122911,643,1,332
12/28/2020,123816,633,1,264
12/29/2020,124897,637,1,449
12/30/2020,125928,595,1,395
12/31/2020,126676,583,1,154
1/1/2021,127601,591,1,343
1/2/2021,128356,585,1,165
1/3/2021,129290,613,1,350
1/4/2021,130170,617,1,268
1/5/2021,131114,623,1,328
1/6/2021,132063,639,1,327
1/7/2021,132957,641,1,256
1/8/2021,133855,641,1,258
1/9/2021,134878,643,1,383
1/10/2021,135786,627,1,266
1/11/2021,136576,631,1,164
1/12/2021,137430,639,1,224
1/13/2021,138350,645,1,282
1/14/2021,139335,645,1,341
1/15/2021,140263,635,1,284
1/16/2021,141194,629,1,297
1/17/2021,141817,625,1,-5
1/18/2021,143256,748,1,815
1/19/2021,140201,839,1,-3802
1/20/2021,144704,875,1,3665
1/21/2021,145843,877,1,265
1/22/2021,146924,899,1,205
1/23/2021,148009,855,1,187
1/24/2021,149036,807,1,173
1/25/2021,150001,706,1,158
1/26/2021,150841,666,1,135
1/27/2021,151749,704,1,242
1/28/2021,152660,686,1,208
1/29/2021,153575,714,1,229
1/30/2021,154624,730,1,336
1/31/2021,155545,716,1,192
2/1/2021,156536,690,1,276
2/2/2021,157531,672,1,305
2/3/2021,158463,664,1,260
2/4/2021,159465,657,1,338
2/5/2021,160269,666,1,148
2/6/2021,161076,674,1,141
2/7/2021,161953,666,1,203
2/8/2021,162833,684,1,214
2/9/2021,163783,692,,266
2/10/2021,164668,674,,193
2/11/2021,165557,668,,215
2/12/2021,166380,649,,155
2/13/2021,167205,662,,177
2/14/2021,168378,670,,511
2/15/2021,169001,716,,-47
2/16/2021,169903,762,,186
2/17/2021,170878,754,,214
2/18/2021,171926,760,,295
2/19/2021,172838,760,,153
2/20/2021,173823,783,,226
2/21/2021,174882,772,,276
2/22/2021,175803,754,,150
2/23/2021,176727,744,,171
2/24/2021,177725,730,,255
2/25/2021,178726,746,,271
2/26/2021,179659,696,,187
2/27/2021,180594,668,,239
2/28/2021,181532,712,,270
3/1/2021,182400,698,,156
3/2/2021,183198,734,,100
3/3/2021,184070,762,,138
3/4/2021,185091,795,1,260
3/5/2021,186042,793,1,156
3/6/2021,186922,762,1,87
3/7/2021,187877,750,1,194
3/8/2021,188762,750,1,136
3/9/2021,189575,766,,64
3/10/2021,190538,774,,198
3/11/2021,191429,772,,118
3/12/2021,192248,740,,48
3/13/2021,193144,762,,156
3/14/2021,193968,768,,63
3/15/2021,194869,785,1,134
3/16/2021,195697,803,1,43
3/17/2021,196604,799,,104
3/18/2021,197664,754,,261
3/19/2021,198576,756,,159
3/20/2021,199491,766,1,160
3/21/2021,200486,793,1,230
3/22/2021,201406,783,,127
3/23/2021,202253,768,,64
3/24/2021,203256,785,1,236
3/25/2021,204185,831,1,144
3/26/2021,205194,696,1,179
3/27/2021,206284,716,1,394
3/28/2021,207066,736,1,67
3/29/2021,207927,787,1,126
3/30/2021,208949,825,26,235
3/31/2021,209973,797,,225
4/1/2021,210763,579,,-7
4/2/2021,211634,411,,292
4/3/2021,212429,294,,384
4/4/2021,213065,256,,342
4/5/2021,213464,276,,143
4/6/2021,213783,298,,43
4/7/2021,214262,373,,181
4/8/2021,214662,298,,27
4/9/2021,215303,238,19,343
4/10/2021,215624,192,1,102
4/11/2021,215945,167,,130
4/12/2021,216266,140,,154
4/13/2021,216508,138,,102
4/14/2021,216588,204,1,-58
4/15/2021,216830,250,14,38
4/16/2021,217152,333,1,86
4/17/2021,217555,341,,70
4/18/2021,217878,500,,-18
4/19/2021,218201,629,,-177
4/20/2021,218930,843,,100
4/21/2021,219660,815,,-113
4/22/2021,220635,629,,160
4/23/2021,221532,470,,268
4/24/2021,222104,393,,102
4/25/2021,222759,335,,262
4/26/2021,223169,220,,75
4/27/2021,223333,260,,-56
4/28/2021,223907,236,,314
4/29/2021,224483,236,32,340
4/30/2021,224895,212,,208
5/1/2021,225390,250,,283
5/2/2021,225803,381,,163
5/3/2021,226381,335,,197
5/4/2021,226796,363,,80
5/5/2021,227293,345,,134
5/6/2021,227874,434,,236
5/7/2021,228373,573,,65
5/8/2021,229040,698,,94
5/9/2021,229707,1113,,-31
5/10/2021,230627,1450,,-192
5/11/2021,231970,1660,,-107
5/12/2021,233486,1736,,-144
5/13/2021,235009,1853,1,-212
5/14/2021,236708,1859,,-153
5/15/2021,238500,1864,,-66
5/16/2021,240129,1769,,-235
5/17/2021,241766,1452,,-132
5/18/2021,243322,1186,1,104
5/19/2021,244624,1089,35,116
5/20/2021,245320,1067,1496,-358
5/21/2021,244450,1043,2122,-442
5/22/2021,243409,1027,2122,38
5/23/2021,242370,1252,2103,56
5/24/2021,241334,1569,2103,-185
5/25/2021,240559,1718,2142,-241
5/26/2021,239786,1922,2222,-349
5/27/2021,239185,2023,2261,-301
5/28/2021,238757,1829,2301,-190
5/29/2021,238158,1496,2281,-127
5/30/2021,237304,1256,2301,-69
5/31/2021,236112,891,3431,-147
6/1/2021,233317,734,3848,-254
6/2/2021,230376,875,3808,173
6/3/2021,227625,1103,3788,183
6/4/2021,224812,752,3769,-127
6/5/2021,222023,619,3769,228
6/6/2021,219092,621,3769,219
6/7/2021,215945,944,3769,1
6/8/2021,212906,889,3769,-214
6/9/2021,209973,906,3769,-53
6/10/2021,207066,690,3808,-45
6/11/2021,204185,399,3808,237
6/12/2021,201099,248,3788,324
6/13/2021,197892,232,3788,334
6/14/2021,194718,197,3808,382
6/15/2021,191281,92,3788,174
6/16/2021,187804,47,3808,219
6/17/2021,184216,18,3808,173
6/18/2021,180738,1,3808,312
6/19/2021,177225,,3808,295
6/20/2021,173682,,3808,265
6/21/2021,170181,,3808,307
6/22/2021,166586,,3828,213
6/23/2021,163036,,3828,278
6/24/2021,159532,,3828,324
6/25/2021,156007,,3650,303
6/26/2021,152400,,3630,43
6/27/2021,148778,,3650,8
6/28/2021,145336,,3531,208
6/29/2021,142129,,3451,324
6/30/2021,139521,,1720,843
7/1/2021,138965,,950,1164
7/2/2021,138534,,970,519
7/3/2021,137798,48,984,234
7/4/2021,137125,355,1004,263
7/5/2021,136698,95,1029,222
7/6/2021,136150,226,1051,386
7/7/2021,135846,952,1049,521
7/8/2021,136576,783,1047,827
7/9/2021,137064,611,1033,752
7/10/2021,137308,270,1020,666
7/11/2021,137247,421,1006,689
7/12/2021,137125,571,1031,463
7/13/2021,137125,405,1057,460
7/14/2021,136819,256,1057,347
7/15/2021,136454,147,1055,436
7/16/2021,136150,94,1466,604
7/17/2021,135059,70,1652,281
7/18/2021,134095,87,1664,618
7/19/2021,132837,126,1747,319
7/20/2021,131469,129,1791,253
7/21/2021,129877,79,1801,71
7/22/2021,128181,60,1819,26
7/23/2021,126849,500,1837,427
7/24/2021,126849,1638,1845,1337
7/25/2021,128472,466,1855,1829
7/26/2021,128240,258,1853,1156
7/27/2021,127138,61,1841,493
7/28/2021,126445,33,1835,1087
7/29/2021,125297,118,1829,654
7/30/2021,122292,177,1823,-1294
7/31/2021,120893,250,1831,247
8/1/2021,119561,296,1843,249
8/2/2021,118514,468,1880,500
8/3/2021,117638,274,1914,536
8/4/2021,116712,144,1918,714
8/5/2021,114985,177,2241,47
8/6/2021,114129,89,2380,1208
8/7/2021,112269,48,2420,431
8/8/2021,110378,41,2440,481
8/9/2021,108456,26,2440,476
8/10/2021,106505,13,2420,462
8/11/2021,104478,3,2400,380
8/12/2021,102475,1,2400,394
8/13/2021,101038,9,2420,962
8/14/2021,99956,67,2420,1329
8/15/2021,98541,22,2241,938
8/16/2021,97282,50,859,960
8/17/2021,97524,6,9,1051
8/18/2021,97910,45,24,389
8/19/2021,98298,18,20,367
8/20/2021,98784,16,19,489
8/21/2021,99125,1,19,344
8/22/2021,99516,,19,409
8/23/2021,99956,202,20,459
8/24/2021,100496,823,12,357
8/25/2021,101582,228,1,275
8/26/2021,102326,32,1,517
8/27/2021,102774,13,,416
8/28/2021,103223,73,,436
8/29/2021,103574,45,,278
8/30/2021,103975,87,,356
8/31/2021,104277,82,,215
9/1/2021,104629,82,,271
9/2/2021,105033,49,,322
9/3/2021,105438,290,,356
9/4/2021,106047,206,1,320
9/5/2021,106658,61,,405
9/6/2021,107119,428,,401
9/7/2021,107837,127,,290
9/8/2021,108456,11,,492
9/9/2021,108766,,,299
9/10/2021,109025,,,259
9/11/2021,109232,,,207
9/12/2021,109336,,,104
9/13/2021,109440,,,104
9/14/2021,109492,,,52
9/15/2021,109596,,,104
9/16/2021,109596,,,
9/17/2021,109648,,,52
9/18/2021,109700,,,52
9/19/2021,109752,,,52
9/20/2021,109804,,,52
9/21/2021,109856,,1,52
9/22/2021,109752,,,-103
9/23/2021,109700,,1,-52
9/24/2021,109752,,1,53
9/25/2021,109908,,1,157
9/26/2021,110169,,1,262
9/27/2021,110273,,1,105
9/28/2021,110325,,1,53
9/29/2021,110430,,1,106
9/30/2021,110535,,1,106
10/1/2021,110587,,1,53
10/2/2021,110639,,1,53
10/3/2021,110744,,1,106
10/4/2021,110848,44,1,105
10/5/2021,111006,56,1,116
10/6/2021,111163,76,1,102
10/7/2021,111268,133,1,30
10/8/2021,111426,141,1,26
10/9/2021,111636,132,1,70
10/10/2021,111847,148,1,81
10/11/2021,111847,160,1,-147
10/12/2021,111794,155,1,-213
10/13/2021,112216,163,1,268
10/14/2021,112375,154,1,-2
10/15/2021,112587,172,1,59
10/16/2021,112851,189,1,93
10/17/2021,113117,191,1,78
10/18/2021,131055,188,1,17748
10/19/2021,175094,183,1,43853
10/20/2021,175590,194,1,314
10/21/2021,151100,202,1,-24683
10/22/2021,114236,188,1,-37065
10/23/2021,114503,198,1,80
10/24/2021,114717,206,1,17
10/25/2021,114985,208,1,63
10/26/2021,115146,216,1,-46
10/27/2021,115415,188,1,54
10/28/2021,115685,188,1,84
10/29/2021,116009,160,1,137
10/30/2021,116279,154,1,111
10/31/2021,116442,183,1,10
11/1/2021,116658,195,1,34
11/2/2021,116876,208,1,24
11/3/2021,117202,232,2,119
11/4/2021,117529,242,4,96
11/5/2021,117857,254,7,90
11/6/2021,118185,276,6,81
11/7/2021,118514,278,5,60
11/8/2021,118954,298,5,168
11/9/2021,119395,379,5,149
11/10/2021,119893,417,5,125
11/11/2021,120448,468,5,144
11/12/2021,121004,591,5,93
11/13/2021,121675,611,5,85
11/14/2021,122461,609,5,181
11/15/2021,123250,672,5,185
11/16/2021,123986,688,5,69
11/17/2021,124783,662,5,114
11/18/2021,125526,635,4,85
11/19/2021,126215,603,3,58
11/20/2021,127022,637,4,207
11/21/2021,127833,611,4,178
11/22/2021,128472,647,4,32
11/23/2021,129232,647,4,117
11/24/2021,130053,645,4,178
11/25/2021,130937,659,4,243
11/26/2021,131588,692,4,-4
11/27/2021,132360,708,4,83
11/28/2021,133136,647,4,71
11/29/2021,133975,615,4,196
11/30/2021,134758,619,4,172
12/1/2021,135483,613,4,110
12/2/2021,136271,601,3,179
12/3/2021,137064,597,3,195
12/4/2021,137798,815,3,140
12/5/2021,138657,1720,3,47
12/6/2021,140201,1662,3,-172
12/7/2021,141879,1720,4,19
12/8/2021,143633,1702,3,38
12/9/2021,145399,1698,3,67
12/10/2021,147179,1755,3,85
12/11/2021,149100,1486,3,169
12/12/2021,150518,1242,3,-65
12/13/2021,151879,1093,3,122
12/14/2021,153313,914,3,344
12/15/2021,154492,766,3,267
12/16/2021,155677,764,3,422
12/17/2021,156602,750,4,164
12/18/2021,157531,647,3,183
12/19/2021,158263,577,3,89
12/20/2021,159064,530,3,227
12/21/2021,159867,508,2,276
12/22/2021,160740,484,2,367
12/23/2021,161548,452,2,326
12/24/2021,162291,391,2,293
12/25/2021,163172,345,2,492
12/26/2021,163647,367,1,132
12/27/2021,164396,436,1,383
12/28/2021,165078,460,1,247
12/29/2021,165899,480,1,362
12/30/2021,166723,506,1,345
12/31/2021,167480,617,1,253
1/1/2022,168585,783,1,489
1/2/2022,169556,855,1,189
1/3/2022,170669,827,1,259
1/4/2022,171786,803,1,291
1/5/2022,172978,764,1,390
1/6/2022,173894,758,1,154
1/7/2022,174882,742,1,232
1/8/2022,175874,609,1,251
1/9/2022,176727,569,1,245
1/10/2022,177439,553,1,144
1/11/2022,178225,655,1,233
1/12/2022,179013,692,1,134
1/13/2022,179874,724,1,169
1/14/2022,180810,734,,213
1/15/2022,181676,680,1,133
1/16/2022,182400,704,1,44
1/17/2022,183271,724,1,168
1/18/2022,184070,736,1,76
1/19/2022,185018,728,1,213
1/20/2022,185895,710,1,150
1/21/2022,186628,718,1,24
1/22/2022,187657,690,1,312
1/23/2022,188319,688,1,-28
1/24/2022,189131,680,1,124
1/25/2022,190019,678,1,208
1/26/2022,190835,666,,138
1/27/2022,191652,661,1,151
1/28/2022,192546,643,,234
1/29/2022,193219,647,1,31
1/30/2022,194118,647,1,253
1/31/2022,195019,649,1,255
2/1/2022,195924,666,1,257
2/2/2022,196830,661,1,240
2/3/2022,197740,680,,250
2/4/2022,198424,672,,4
2/5/2022,199262,655,,166
2/6/2022,200256,637,,340
2/7/2022,201022,629,,130
2/8/2022,201868,629,,218
2/9/2022,202793,625,,297
2/10/2022,203643,639,,226
2/11/2022,204495,607,,214
2/12/2022,205350,581,,248
2/13/2022,205973,597,,42
2/14/2022,206753,563,,183
2/15/2022,207379,551,,63
2/16/2022,208084,543,,154
2/17/2022,208870,536,,243
2/18/2022,209500,498,,95
2/19/2022,210210,585,,212
2/20/2022,210921,674,,126
2/21/2022,211714,664,,119
2/22/2022,212429,670,,51
2/23/2022,212986,686,,-113
2/24/2022,214102,730,,430
2/25/2022,214822,720,,-10
2/26/2022,215784,700,,242
2/27/2022,216508,702,,24
2/28/2022,217394,672,5,184
3/1/2022,218282,659,,220
3/2/2022,219092,645,,152
3/3/2022,219904,641,,167
3/4/2022,220554,637,,9
3/5/2022,221451,601,,260
3/6/2022,222104,619,,52
3/7/2022,222759,617,,36
3/8/2022,223579,599,,203
3/9/2022,224236,577,,58
3/10/2022,224895,540,,82
3/11/2022,225720,649,,286
3/12/2022,226381,637,,12
3/13/2022,227127,657,,109
3/14/2022,227957,692,,174
3/15/2022,228706,579,,57
3/16/2022,229540,466,,255
3/17/2022,230209,458,,203
3/18/2022,230711,399,,44
3/19/2022,231298,417,,189
3/20/2022,231886,450,,172
3/21/2022,232727,464,,391
3/22/2022,233402,474,,211
3/23/2022,234077,492,,201
3/24/2022,234754,448,,185
3/25/2022,235602,454,,400
3/26/2022,236282,530,,226
3/27/2022,237049,393,,238
3/28/2022,237646,244,,205
3/29/2022,238073,421,,183
3/30/2022,238586,460,,93
3/31/2022,239185,498,,139
4/1/2022,239958,488,,276
4/2/2022,240473,339,,27
4/3/2022,240990,452,,178
4/4/2022,241679,565,,237
4/5/2022,242197,601,,-47
4/6/2022,242889,536,1,91
4/7/2022,243409,327,1,-15
4/8/2022,243842,290,1,106
4/9/2022,244189,222,1,58
4/10/2022,244450,160,1,40
4/11/2022,244711,107,1,101
4/12/2022,244711,72,1,-106
4/13/2022,244972,41,1,189
4/14/2022,244885,52,1,-127
4/15/2022,245146,140,1,210
4/16/2022,245320,196,1,34
4/17/2022,245669,256,1,154
4/18/2022,246018,216,1,94
4/19/2022,246367,230,9,133
4/20/2022,246629,270,10,41
4/21/2022,246891,230,,2
4/22/2022,246716,254,,-405
4/23/2022,247416,250,,446
4/24/2022,247591,496,,-75
4/25/2022,247942,1273,,-145
4/26/2022,248996,1559,,-219
4/27/2022,250581,1753,,26
4/28/2022,252262,1716,3,-72
4/29/2022,254038,1722,59,63
4/30/2022,255554,1583,8,-146
5/1/2022,256987,1517,8,-142
5/2/2022,258514,1815,8,17
5/3/2022,259866,2063,895,-455
5/4/2022,260679,2063,1319,-355
5/5/2022,261493,1938,1313,70
5/6/2022,262218,2142,1309,100
5/7/2022,263036,2122,1303,-15
5/8/2022,263763,2063,1307,-92
5/9/2022,264583,1575,1307,64
5/10/2022,265039,1196,1311,188
5/11/2022,265130,879,1311,206
5/12/2022,265222,631,1396,524
5/13/2022,265039,639,1329,583
5/14/2022,264765,940,1321,416
5/15/2022,264583,1256,1315,199
5/16/2022,264492,1535,1309,-31
5/17/2022,264492,1623,1303,-226
5/18/2022,264583,1327,1297,-228
5/19/2022,264492,1025,1289,-121
5/20/2022,264127,766,1287,-101
5/21/2022,263490,571,1291,-115
5/22/2022,262763,462,1295,-7
5/23/2022,261946,327,1295,16
5/24/2022,261131,329,1299,153
5/25/2022,260046,317,1297,-115
5/26/2022,259324,301,1299,258
5/27/2022,258514,262,1299,188
5/28/2022,257435,190,1307,-42
5/29/2022,256359,114,1317,41
5/30/2022,255376,88,1325,220
5/31/2022,254216,63,1331,77
6/1/2022,252794,48,3074,-154
6/2/2022,249259,26,4146,-508
6/3/2022,245407,16,4146,268
6/4/2022,241679,2,4126,401
6/5/2022,237902,,4106,347
6/6/2022,234077,,4066,281
6/7/2022,230293,,4126,282
6/8/2022,226547,,4165,380
6/9/2022,222759,,4165,377
6/10/2022,218930,,4126,336
6/11/2022,215223,,4106,419
6/12/2022,211159,,4106,42
6/13/2022,207301,,4086,248
6/14/2022,203488,,4106,273
6/15/2022,199644,,4086,262
6/16/2022,195848,,4106,290
6/17/2022,191950,,4086,208
6/18/2022,188024,,4066,160
6/19/2022,184289,,4046,331
6/20/2022,180522,,4027,279
6/21/2022,176798,30,3987,303
6/22/2022,173612,36,3967,771
6/23/2022,170181,1103,3927,500
6/24/2022,167687,930,3828,331
6/25/2022,165489,643,3769,700
6/26/2022,162900,813,3769,537
6/27/2022,160672,1079,3769,727
6/28/2022,159398,1079,3788,1416
6/29/2022,157465,920,3788,776
6/30/2022,155084,1234,3630,487
7/1/2022,153052,1400,3491,364
7/2/2022,151360,1619,3412,399
7/3/2022,150066,768,3412,499
7/4/2022,147945,1166,3412,523
7/5/2022,146351,1093,3451,651
7/6/2022,144893,686,3471,900
7/7/2022,142817,684,3471,709
7/8/2022,140263,502,3511,233
7/9/2022,137798,363,3531,544
7/10/2022,135180,274,3570,550
7/11/2022,132003,185,3610,120
7/12/2022,128881,123,3669,303
7/13/2022,125583,25,3729,248
7/14/2022,122235,,3788,356
7/15/2022,118899,29,3828,452
7/16/2022,115523,138,3848,423
7/17/2022,112058,48,3868,245
7/18/2022,108818,22,2975,580
7/19/2022,106607,5,2440,742
7/20/2022,104528,,2162,356
7/21/2022,102624,,1984,258
7/22/2022,100791,,2003,151
7/23/2022,98881,,1984,93
7/24/2022,96946,,1960,49
7/25/2022,95033,,1954,47
7/26/2022,93145,,1982,66
7/27/2022,91189,,2003,26
7/28/2022,89259,60,2043,73
7/29/2022,87312,309,2162,36
7/30/2022,85303,609,2281,-156
7/31/2022,83501,1045,2341,-130
8/1/2022,82373,696,2380,167
8/2/2022,81084,720,2083,395
8/3/2022,79725,682,1874,4
8/4/2022,78507,908,1882,-26
8/5/2022,77510,1160,1894,-23
8/6/2022,76727,1422,1898,-49
8/7/2022,75869,1890,1896,-382
8/8/2022,75544,1890,1904,-319
8/9/2022,76113,1599,1902,583
8/10/2022,76317,1379,1884,507
8/11/2022,75991,1680,1859,180
8/12/2022,76195,1456,1841,383
8/13/2022,76154,1210,1863,344
8/14/2022,75422,1345,1882,-79
8/15/2022,74695,1573,1902,-189
8/16/2022,74174,1337,1480,-192
8/17/2022,74214,1125,1184,183
8/18/2022,74014,805,1178,-140
8/19/2022,73974,563,434,333
8/20/2022,76358,942,94,2255
8/21/2022,78842,827,6,1635
8/22/2022,80657,686,2,994
8/23/2022,81984,758,1,643
8/24/2022,83066,1043,1,326
8/25/2022,84685,1129,1,577
8/26/2022,86192,1619,1,380
8/27/2022,87897,1646,1,87
8/28/2022,89625,1672,1,82
8/29/2022,91282,1256,,-15
8/30/2022,92724,1252,,187
8/31/2022,94039,1168,,64
9/1/2022,95366,857,,159
9/2/2022,96465,647,,242
9/3/2022,97427,530,,316
9/4/2022,98201,704,,245
9/5/2022,98881,438,,-24
9/6/2022,99613,260,,294
9/7/2022,100103,123,,230
9/8/2022,100496,52,,270
9/9/2022,100693,36,,145
9/10/2022,100939,18,,210
9/11/2022,101137,2,,180
9/12/2022,101285,,,147
9/13/2022,101483,,,198
9/14/2022,101681,15,,198
9/15/2022,101829,1,,134
9/16/2022,101879,,,49
9/17/2022,101978,,1,99
9/18/2022,102177,,1,200
9/19/2022,102475,,1,299
9/20/2022,102674,,1,200
9/21/2022,102874,,1,201
9/22/2022,103073,,1,200
9/23/2022,103273,,1,201
9/24/2022,103424,278,1,152
9/25/2022,103674,242,1,-27
9/26/2022,104126,272,1,211
9/27/2022,104528,593,1,131
9/28/2022,105539,1416,1,419
9/29/2022,107992,575,1,1038
9/30/2022,109180,224,1,614
10/1/2022,109648,171,1,245
10/2/2022,110065,129,1,247
